,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-0.002062383,-0.040443763,-0.049729418,0.066244096,0.035364248,-0.005431805,-0.074653886,0.017347034,-0.072426885,0.006069012,0.020820191,-0.051838905,0.006100893,0.014452409,-0.01852085,0.051202156,-0.063925534,0.0656494,-0.00060604885,0.010986164,0.041914906,0.030713053,0.08860496,0.017061692,-0.053734127,0.051127344,-0.0132974805,-0.040676273,-0.062241305,-0.01769438,0.0084346365,0.04070912,-0.06063048,0.019751903,0.03826329,0.00083068316,0.026982475,0.045805745,0.06501839,0.03214286,-0.080155745,0.03454646,0.026288802,-0.01505398,-0.010731281,-0.012237124,-0.03033816,-0.018101977,-0.09032388,-0.03693811,0.024539493,0.023461198,-0.09218939,-0.008506665,-0.05324486,-0.04548438,-0.031147253,0.06531027,0.059864283,-0.022104943,-0.05592516,0.045751408,-0.025002344,0.08636114,0.035960354,-0.039225735,-0.055174377,-0.0040687528,0.013772221,-0.0781845,0.03155098,-0.004888885,-0.028696729,0.033472285,-0.0075331824,0.0352795,-0.06442841,0.006963495,0.06645468,-0.0637491,-0.013054155,0.022863338,-0.012553243,0.016597107,0.028345726,-0.05246242,0.06478357,0.048403725,-0.028077122,0.04626891,0.047068212,-0.064669386,-0.0017186766,0.0023061903,0.0030112453,0.014460661,0.04577758,-0.033966813,-0.046616226,-0.015073249,-0.006734289,0.017034968,0.05728976,0.046720732,-0.0022455063,0.10025559,0.0369777,0.05923207,0.045188256,-0.07723531,-0.05482372,-0.037372004,0.014875039,0.081482746,0.09553729,0.054633744,-0.060607348,-0.06079263,-0.027331792,-0.03812149,-0.071892545,0.027372776,0.051376004,-0.030611034,-0.07011974,0.06648104,-0.065156765,-0.04735984
1,0.015384911,-0.047474153,-0.029755674,0.05871162,0.07841088,-0.030617263,-0.030810224,0.001545962,-0.100236654,0.018073115,0.012405103,-0.063493505,0.0072785,0.045095604,-0.026823865,0.038285755,-0.060296956,0.099911764,-0.010790713,0.008897107,0.04222492,0.034176312,0.098824166,0.007378279,-0.09614006,0.039509058,0.020160642,-0.045429356,-0.08396672,-0.008137297,0.020707753,0.053330585,-0.07590764,0.038317237,0.04529684,0.025100647,0.040346004,0.026629003,0.089921474,0.055195477,-0.026803015,0.074037686,0.042693254,-0.011441136,-0.026843643,-0.0007426217,-0.050525934,-0.019537454,-0.10507536,0.0027367175,0.05951235,0.041899294,-0.097978294,-0.051874712,-0.048431,-0.03580583,-0.024976902,0.05125201,0.08887601,-0.009630114,-0.055887166,0.022747222,0.024293581,0.092434205,-0.0047051758,-0.026367484,-0.06466545,-0.02025204,0.010866842,-0.070871554,0.0007148683,-0.038219217,-0.028075475,0.03315477,-0.049929805,0.042148434,-0.05768087,0.028288852,0.09545759,-0.07614182,-0.028010793,0.018523064,-0.016546292,0.017986136,0.028046561,-0.07175786,0.04981876,0.018638674,-0.015383126,0.055692315,0.08869591,-0.046360385,0.0028390707,-0.007332433,-0.012122622,0.027612856,0.05004759,-0.04367722,-0.029691653,-0.022413544,-0.009651564,-0.012790714,0.08046164,0.02321737,-0.019943736,0.09146228,0.02501606,0.03542002,0.03978049,-0.06963909,-0.034373794,-0.045438044,-0.020816136,0.08454635,0.08107479,0.05671692,-0.09005555,-0.05253576,0.009628959,-0.011748867,-0.057317004,0.027432779,0.053079586,-0.024462314,-0.08180436,0.079900414,-0.04260419,-0.04135531
2,-0.014811283,-0.034276668,-0.032857068,0.05513367,0.061355382,-0.027591385,-0.025548559,0.026090382,-0.102973774,-0.0043004034,0.024394942,-0.06440202,0.010890226,0.021243468,-0.01643892,0.056385454,-0.058313202,0.0885523,-0.015155159,0.017346047,0.033704434,0.036374003,0.086721584,0.01936858,-0.06642951,0.050598275,0.0046671815,-0.046086356,-0.061949924,-0.0057707466,0.00061779656,0.041846924,-0.072631694,0.025492031,0.040251825,0.010846244,0.025037337,0.025096629,0.08174737,0.02977392,-0.04089871,0.057115152,0.048021078,-0.013429673,-0.014216067,-0.022298895,-0.055809457,-0.028099354,-0.085120976,-0.020491324,0.047488734,0.042290285,-0.08637126,-0.030015133,-0.031466495,-0.034967005,-0.02661807,0.074030355,0.049505286,-0.0094289,-0.050410092,0.01630622,-0.001979923,0.09633219,0.013182312,-0.035292234,-0.07326751,-0.008485967,0.02500893,-0.071160376,0.012551316,-0.040597543,-0.042326033,0.049263354,-0.030089915,0.047092695,-0.067605585,0.021319494,0.08358828,-0.07684544,-0.020701667,0.027647689,-0.02505566,0.012246944,0.010356145,-0.067239955,0.06786645,0.03753367,-0.054099444,0.018299887,0.082040116,-0.02767455,-0.0045794523,-0.014301162,-0.012965206,0.023311399,0.062582165,-0.05133845,-0.04334292,-0.014810811,-0.010183066,0.006210394,0.06884215,0.037651308,-0.008228713,0.092103824,0.038340017,0.04189799,0.04491484,-0.07073311,-0.06872905,-0.054796018,0.003676652,0.07440439,0.077691674,0.040323377,-0.07270538,-0.051204544,0.0008655116,-0.035331633,-0.064648196,0.017768584,0.062217243,-0.01928464,-0.06829654,0.06424512,-0.06883118,-0.03553835
3,0.012511579,-0.007216271,-0.110160954,0.18022802,0.060594175,-0.053603347,-0.09413315,-0.0060453527,-0.13656563,0.049848378,0.0012045484,-0.09156419,0.08191407,0.02667412,0.017642565,0.012018431,-0.07174763,0.05962362,0.013153214,-0.012959544,-0.015784178,-0.037486803,0.14434841,0.0453169,-0.103435956,0.09773664,-0.03053093,-0.06196513,-0.08780806,-0.023416504,0.06725634,0.09335871,-0.078034215,0.033693764,0.024116358,0.07480608,0.06035679,0.015238853,0.084524594,0.037613038,-0.041958116,0.019094778,0.030301271,-0.057366297,-0.077417925,0.022874273,-0.02347393,-0.01191969,-0.14319676,0.011356935,0.01980271,0.009068377,-0.16000289,-0.117018625,-0.07964398,-0.0006659953,-0.025394537,0.020155493,0.11726985,0.003678427,-0.11664027,0.124026306,0.04219585,0.10332957,-0.05861312,-0.04270712,-0.087448224,-0.03544435,-0.00021947525,-0.098501906,0.0707726,-0.04159955,-0.00037689134,-0.003870599,0.026403073,3.400445e-05,-0.07721548,0.027646018,0.06645757,-0.057853594,0.012670381,0.009291113,0.01286535,0.032378387,0.05123797,-0.104807876,0.08460378,0.07681726,0.030550819,0.09678626,0.07981695,0.0028466433,0.01768891,-0.009247491,0.055248167,0.039263837,0.019557733,-0.13962229,-0.016752787,-0.052933082,0.06554404,0.031685952,0.103814244,0.011046749,-0.058127657,0.13620877,-0.005682593,0.038786136,0.03132662,-0.07310849,-0.017642103,-0.016178753,0.040962763,0.065666266,0.046067216,0.07628306,-0.09236096,-0.06674473,0.032470137,0.03823203,-0.114219196,0.001852314,0.053531628,0.016883478,-0.14175513,0.03664188,-0.0863198,-0.06401262
4,-0.00055121165,-0.058183536,-0.03530575,0.04778094,0.036493436,-0.032912232,-0.044693932,0.0221477,-0.08467914,0.024750093,0.021521028,-0.07052307,0.010494322,0.00837639,-0.0020055189,0.06420341,-0.035936832,0.058112063,-0.002327215,0.027082657,0.031407475,-0.013028918,0.08483234,0.025041293,-0.07416095,0.030897157,-0.020156808,-0.04610197,-0.0583883,-0.03167472,0.0070024002,0.06396733,-0.0752821,0.022479814,0.03975387,0.025148347,0.045967527,0.049811877,0.07517015,0.044866994,-0.054396287,0.054803863,0.04819124,-0.00023244275,-0.016187754,-0.0116147045,-0.038238257,-0.020535469,-0.08148107,-0.052540477,0.005953322,0.018865509,-0.09724078,-0.053230938,-0.030228756,-0.019279366,-0.036462776,0.055465646,0.065391205,0.006316562,-0.07077512,0.034396194,0.019227533,0.085916,0.008213382,-0.047900937,-0.081099615,-0.029883903,0.0073757684,-0.07026704,0.01471152,-0.025947781,-0.0041345507,0.03489117,-0.017602641,0.03125629,-0.05233877,0.04145733,0.079440065,-0.056733962,-0.011097465,0.012298293,-0.0032651406,0.032199357,0.0070491787,-0.054731075,0.06274764,0.055233546,-0.0031499546,0.040870007,0.09092073,-0.036666196,-0.004342533,-0.013128035,0.011006549,0.02262324,0.029587377,-0.04167694,-0.027903304,-0.008111104,-0.010560397,-0.010579485,0.058083046,0.043831654,-0.013017717,0.06664904,0.020289812,0.048107475,0.054640263,-0.05255583,-0.061051037,-0.033894584,0.032980707,0.045844965,0.075109035,0.045754664,-0.08969715,-0.049198758,-0.0022913069,-0.019435387,-0.04328379,0.0026398338,0.04928363,-0.0079392865,-0.05709573,0.051136173,-0.07201919,-0.075760216
5,-0.0028312877,-0.05225569,-0.022801448,0.07606875,0.04719304,-0.01850076,-0.05995667,0.011839751,-0.085075125,-0.022163024,0.02179633,-0.060634263,0.006705383,-0.00036063022,-0.0071658646,0.021848712,-0.040838197,0.06432097,0.010453261,0.010801144,0.04590488,0.0129911695,0.10799761,-0.0027528694,-0.052361436,0.06207116,-0.01253398,-0.05708324,-0.06452537,-0.006016651,0.013829675,0.036013715,-0.060090147,0.018031133,0.06281301,0.0031782282,0.03595469,0.058076896,0.07341054,0.032959715,-0.06291889,0.058761172,0.030593786,-0.010094511,-0.010330212,-0.03915144,-0.05453132,-0.014917122,-0.06745755,-0.034769185,0.03151306,0.036973014,-0.12344924,-0.019701868,-0.030050166,-0.030349888,-0.03877188,0.05204541,0.084583074,-0.019102698,-0.06930344,0.045367315,0.0017515295,0.10960328,0.038582336,-0.037683494,-0.05596047,-0.018784339,0.026457107,-0.074330986,0.03108149,-0.019720692,-0.010209095,0.040747702,0.0006582532,0.032863066,-0.047421485,0.0037449151,0.05200674,-0.072474,0.020346168,0.020441627,-0.015613679,0.010119505,0.0023373514,-0.05304012,0.054315314,0.06354518,-0.011500644,0.04295859,0.06864508,-0.07623036,0.02502945,0.020801228,0.025261378,-0.0019518156,0.05294522,-0.057443827,-0.035357215,-0.019678285,0.02212143,0.006976271,0.04977415,0.0392552,0.0012063459,0.096960366,0.019341549,0.05300612,0.040037304,-0.09419796,-0.07727141,-0.05600519,0.024736768,0.054810636,0.08296436,0.06254454,-0.07456201,-0.038032945,-0.0046545267,-0.020241607,-0.07774371,0.024276346,0.046853792,0.0009682319,-0.0718717,0.04961091,-0.07135153,-0.057086818
6,-0.010467809,-0.052640688,-0.0653882,0.070612215,0.040571205,-0.04243692,-0.06858287,-0.0040080324,-0.09588583,0.002068813,0.02631897,-0.08471224,0.039696887,0.061407022,0.025845258,0.05775331,-0.0769376,0.082650766,0.009236511,0.014235314,0.04201831,0.019222276,0.11507608,0.044033162,-0.07047723,0.067383654,-0.026381366,-0.034047984,-0.08431569,-0.02379535,0.011643972,0.07628977,-0.077338174,0.0124764675,0.022891132,0.05127824,0.05316647,0.031551436,0.09041035,0.030299412,-0.045348093,0.062448405,0.042348415,-0.022304568,-0.002127532,-0.020624164,-0.041094385,-0.015785437,-0.09808831,-0.028250093,0.04781753,0.008588296,-0.06544009,-0.059250064,-0.046922203,-0.054226317,-0.012732213,0.039760668,0.06785758,-0.018025361,-0.06346375,0.036346138,0.01645946,0.09397237,-0.0112626925,-0.037505195,-0.03717201,0.0026594284,0.022696337,-0.082166776,0.025122587,-0.015118259,-0.007941157,0.04103865,-0.023727782,0.04998824,-0.07203844,0.019038681,0.08031631,-0.048178967,0.01279464,0.023305153,0.000119198114,0.04660533,0.010455997,-0.08745271,0.091451,0.049755666,-0.0035064705,0.07113786,0.07223461,-0.03397015,0.005728813,0.011104063,0.023241168,0.029790604,0.049608275,-0.0792567,-0.031775493,-0.004489973,0.010807179,0.016859584,0.08441535,0.025809031,-0.03142584,0.09895084,0.017364798,0.03929751,0.04525372,-0.07160652,-0.047565274,-0.050896365,0.0011221934,0.06605593,0.06265074,0.053858858,-0.06080957,-0.05539453,0.009652764,-0.043736715,-0.055901803,0.02451163,0.051501915,-0.011766135,-0.110020384,0.05145674,-0.058780972,-0.046989482
7,0.0235218,-0.040087078,-0.029644541,0.049103558,0.07762908,-0.015005114,-0.059603542,0.03795079,-0.09952204,0.00920734,0.055015836,-0.0935414,0.010620104,0.007855312,-0.015121244,0.051350497,-0.07029806,0.08588727,-0.001284577,0.04143826,0.031110223,0.047780015,0.09523553,-0.00036156364,-0.06979205,0.037185833,-0.008486671,-0.049265444,-0.09134939,0.00089235604,0.019798547,0.04163078,-0.0635709,0.033383936,0.024696443,0.012939138,0.053131998,0.05867487,0.08030005,0.047364943,-0.072199926,0.042407107,0.05627347,-0.008380782,0.010424111,-0.0077532213,-0.04595059,-0.03464579,-0.089902356,-0.02039035,0.041568182,0.024611954,-0.09460099,-0.051052682,-0.025855646,-0.017879445,-0.02415853,0.05317288,0.07624806,-0.013557365,-0.07594214,0.062754974,0.0062279264,0.11092177,0.03315167,-0.051290937,-0.07575182,-0.0041890037,0.028286407,-0.08259575,0.036944874,-0.01659154,-0.006668661,0.04026466,-0.026832208,0.030315654,-0.07102931,0.000809364,0.087399274,-0.061534286,-0.020592544,0.043125283,-0.009625463,0.006631745,0.033132143,-0.06631957,0.0645876,0.051660217,-0.021277824,0.0634786,0.063581795,-0.04297778,-0.005650013,-0.0033767475,-0.0024785604,0.035294913,0.038451158,-0.043091945,-0.020919427,0.0102102645,0.0025503598,0.013676459,0.097125754,0.0013665259,-0.025300853,0.10085361,0.032857735,0.05975504,0.06479978,-0.037871175,-0.04546627,-0.080746666,-0.0029800236,0.07871074,0.07733039,0.048044216,-0.06492815,-0.07936689,-0.01982332,0.002882965,-0.05148788,0.04156644,0.06770167,-0.011726897,-0.07238231,0.05671814,-0.060586106,-0.056014083
8,0.04984442,-0.020267878,-0.06407578,0.039334327,0.10696965,-0.03580954,-0.07386726,0.01964264,-0.12029201,0.042287648,0.050763894,-0.07213552,0.020154716,0.04966992,0.0009516424,0.09196022,-0.08263993,0.120082185,0.01914518,0.04598657,0.056816094,0.013406012,0.102717504,0.051618855,-0.09598437,0.047401708,-0.012102845,-0.045743354,-0.06486924,-0.017720018,-0.0051486315,0.076147884,-0.075171776,0.042724457,0.010270406,0.019635368,0.03614276,0.041058652,0.09910494,0.065099776,-0.044157524,0.07519655,0.07063521,-0.026959613,-0.00093456544,0.0052895285,-0.011118989,-0.039713584,-0.109058395,-0.024754975,0.018478792,0.04061298,-0.0895056,-0.04288382,-0.026118942,-0.03727463,0.018924497,0.041405886,0.08628221,0.022266682,-0.06195527,0.06841849,0.014005419,0.12417344,-0.0052104183,-0.07992182,-0.0737648,-0.024465116,0.031073838,-0.14288516,0.056604706,-0.014204453,0.0017592646,0.045568764,-0.042002715,0.024860134,-0.09878986,0.028559074,0.07974362,-0.008333962,-0.025798552,0.011575185,-0.012340508,0.018578995,0.044029426,-0.062179476,0.08739736,0.053238697,-0.050435096,0.07025872,0.07180098,0.0012262724,0.023291912,-0.024130655,0.0055149263,0.032756057,0.05002191,-0.055979233,-0.014272999,-0.0036049262,-0.015598986,0.012690069,0.061029516,0.00016645342,-0.07799524,0.068800524,0.0065174736,0.056075066,0.014354501,-0.020591002,-0.05930888,-0.04795869,0.037085146,0.078364074,0.064701095,0.054355986,-0.058226693,-0.06368768,0.014600709,-0.0026009493,-0.064745754,0.018431991,0.05963967,-0.019810919,-0.08086693,0.08708048,-0.09660976,-0.056939356
9,0.016460536,-0.051461723,-0.029403288,0.04601815,0.07039693,-0.018817378,-0.06438158,0.032414377,-0.078112185,0.013197806,0.01687002,-0.074709296,0.026197536,0.036551885,0.0049373824,0.089354366,-0.03498738,0.06481415,-0.007569123,0.026772596,0.05405883,0.014137421,0.10179898,0.021025049,-0.06306339,0.044932235,-0.036799587,-0.04972128,-0.061667778,-0.034095198,0.0043134373,0.062419772,-0.06493672,0.030634727,0.014619315,0.0009518473,0.054396547,0.032830715,0.057913564,0.037886944,-0.07341132,0.063575655,0.031122422,-0.023901777,-0.00029024854,-0.014496775,-0.03102711,-0.015098603,-0.0945409,-0.01625076,0.022297492,0.032879476,-0.107049614,-0.057682455,-0.034617316,-0.036799088,-0.02321272,0.040132254,0.083077416,-0.005076264,-0.04378094,0.03961532,0.0060788933,0.10045713,0.021938479,-0.05886665,-0.07229171,-0.01176448,0.015974794,-0.07554785,0.010702822,-0.011590259,-0.0019660164,0.046206903,-0.02868075,0.033341717,-0.074113145,0.01307388,0.09204562,-0.04549758,-0.0025652805,0.029241972,0.00016514957,0.0366618,0.012127001,-0.06392097,0.06316267,0.050408147,-0.0068580564,0.07045034,0.077983245,-0.030178186,0.011893988,-0.0018069893,0.0035735397,0.03027635,0.050430063,-0.05770697,-0.049689543,-0.007433487,0.010979574,-0.0023689652,0.042117804,0.030839432,-0.020110242,0.089125566,0.028228775,0.051054798,0.05629818,-0.052245937,-0.06092574,-0.049227826,0.020872982,0.06638876,0.053336978,0.050900668,-0.08255157,-0.036791936,-0.005325269,-0.04762481,-0.06914852,-0.016691335,0.044827998,-0.00899792,-0.074028835,0.08379447,-0.07093961,-0.06846909
